gate,run,num_qubits,depth,size,exec_time_sec,error_rate,fidelity,energy_consumption_mJ,quantum_volume,depolarization_rate,noise_rate,noise_model_used
X,515,1,2,2,0.00214052200317382,0,1,1,2,0.05,0.05,No
X,516,1,2,2,0.00218129158020019,0,1,1,2,0.05,0.05,No
X,517,1,2,2,0.00220012664794921,0,1,1,2,0.05,0.05,No
X,518,1,2,2,0.00216293334960937,0,1,1,2,0.05,0.05,No
X,519,1,2,2,0.0021677017211914,0,1,1,2,0.05,0.05,No
X,520,1,2,2,0.00219964981079101,0,1,1,2,0.05,0.05,No
X,521,1,2,2,0.00209856033325195,0,1,1,2,0.05,0.05,No
X,522,1,2,2,0.00211858749389648,0,1,1,2,0.05,0.05,No
X,523,1,2,2,0.0020763874053955,0,1,1,2,0.05,0.05,No
X,524,1,2,2,0.00217652320861816,0,1,1,2,0.05,0.05,No
X,525,1,2,2,0.00224566459655761,0,1,1,2,0.05,0.05,No
X,526,1,2,2,0.0022125244140625,0,1,1,2,0.05,0.05,No
X,527,1,2,2,0.00214576721191406,0,1,1,2,0.05,0.05,No
X,528,1,2,2,0.00221228599548339,0,1,1,2,0.05,0.05,No
X,529,1,2,2,0.00217866897583007,0,1,1,2,0.05,0.05,No
X,530,1,2,2,0.0021514892578125,0,1,1,2,0.05,0.05,No
X,531,1,2,2,0.00211334228515625,0,1,1,2,0.05,0.05,No
X,532,1,2,2,0.00216007232666015,0,1,1,2,0.05,0.05,No
X,533,1,2,2,0.00208568572998046,0,1,1,2,0.05,0.05,No
X,534,1,2,2,0.00213789939880371,0,1,1,2,0.05,0.05,No
X,535,1,2,2,0.00350832939147949,0,1,1,2,0.05,0.05,No
X,536,1,2,2,0.00209951400756835,0,1,1,2,0.05,0.05,No
X,537,1,2,2,0.00203728675842285,0,1,1,2,0.05,0.05,No
X,538,1,2,2,0.00222730636596679,0,1,1,2,0.05,0.05,No
X,539,1,2,2,0.00216150283813476,0,1,1,2,0.05,0.05,No
X,540,1,2,2,0.00222134590148925,0,1,1,2,0.05,0.05,No
X,541,1,2,2,0.00211596488952636,0,1,1,2,0.05,0.05,No
X,542,1,2,2,0.00209331512451171,0,1,1,2,0.05,0.05,No
X,543,1,2,2,0.00215649604797363,0,1,1,2,0.05,0.05,No
X,544,1,2,2,0.00209426879882812,0,1,1,2,0.05,0.05,No
X,545,1,2,2,0.00203871726989746,0,1,1,2,0.05,0.05,No
X,546,1,2,2,0.0020456314086914,0,1,1,2,0.05,0.05,No
X,547,1,2,2,0.00214838981628417,0,1,1,2,0.05,0.05,No
X,548,1,2,2,0.00207448005676269,0,1,1,2,0.05,0.05,No
X,549,1,2,2,0.00209999084472656,0,1,1,2,0.05,0.05,No
X,550,1,2,2,0.00215601921081542,0,1,1,2,0.05,0.05,No
X,551,1,2,2,0.00212526321411132,0,1,1,2,0.05,0.05,No
X,552,1,2,2,0.00208544731140136,0,1,1,2,0.05,0.05,No
X,553,1,2,2,0.00208592414855957,0,1,1,2,0.05,0.05,No
X,554,1,2,2,0.00212550163269042,0,1,1,2,0.05,0.05,No
X,555,1,2,2,0.0021064281463623,0,1,1,2,0.05,0.05,No
X,556,1,2,2,0.00209903717041015,0,1,1,2,0.05,0.05,No
X,557,1,2,2,0.00212621688842773,0,1,1,2,0.05,0.05,No
X,558,1,2,2,0.00205683708190917,0,1,1,2,0.05,0.05,No
X,559,1,2,2,0.00208401679992675,0,1,1,2,0.05,0.05,No
X,560,1,2,2,0.00209331512451171,0,1,1,2,0.05,0.05,No
X,561,1,2,2,0.00206780433654785,0,1,1,2,0.05,0.05,No
X,562,1,2,2,0.00218033790588378,0,1,1,2,0.05,0.05,No
X,563,1,2,2,0.00205612182617187,0,1,1,2,0.05,0.05,No
X,564,1,2,2,0.00211644172668457,0,1,1,2,0.05,0.05,No
X,565,1,2,2,0.00213146209716796,0,1,1,2,0.05,0.05,No
X,566,1,2,2,0.00213456153869628,0,1,1,2,0.05,0.05,No
X,567,1,2,2,0.0020763874053955,0,1,1,2,0.05,0.05,No
X,568,1,2,2,0.00206470489501953,0,1,1,2,0.05,0.05,No
X,569,1,2,2,0.00215387344360351,0,1,1,2,0.05,0.05,No
X,570,1,2,2,0.00206851959228515,0,1,1,2,0.05,0.05,No
X,571,1,2,2,0.002227783203125,0,1,1,2,0.05,0.05,No
X,572,1,2,2,0.00212788581848144,0,1,1,2,0.05,0.05,No
X,573,1,2,2,0.00216388702392578,0,1,1,2,0.05,0.05,No
X,574,1,2,2,0.0021519660949707,0,1,1,2,0.05,0.05,No
X,575,1,2,2,0.00216031074523925,0,1,1,2,0.05,0.05,No
X,576,1,2,2,0.00207710266113281,0,1,1,2,0.05,0.05,No
X,577,1,2,2,0.00218558311462402,0,1,1,2,0.05,0.05,No
X,578,1,2,2,0.00209569931030273,0,1,1,2,0.05,0.05,No
X,579,1,2,2,0.00217127799987792,0,1,1,2,0.05,0.05,No
X,580,1,2,2,0.00210928916931152,0,1,1,2,0.05,0.05,No
X,581,1,2,2,0.00211668014526367,0,1,1,2,0.05,0.05,No
X,582,1,2,2,0.00210857391357421,0,1,1,2,0.05,0.05,No
X,583,1,2,2,0.00240945816040039,0,1,1,2,0.05,0.05,No
X,584,1,2,2,0.00208449363708496,0,1,1,2,0.05,0.05,No
X,585,1,2,2,0.00218009948730468,0,1,1,2,0.05,0.05,No
X,586,1,2,2,0.00216650962829589,0,1,1,2,0.05,0.05,No
X,587,1,2,2,0.00211358070373535,0,1,1,2,0.05,0.05,No
X,588,1,2,2,0.00215816497802734,0,1,1,2,0.05,0.05,No
X,589,1,2,2,0.00210285186767578,0,1,1,2,0.05,0.05,No
X,590,1,2,2,0.00214052200317382,0,1,1,2,0.05,0.05,No
X,591,1,2,2,0.00207400321960449,0,1,1,2,0.05,0.05,No
X,592,1,2,2,0.00210809707641601,0,1,1,2,0.05,0.05,No
X,593,1,2,2,0.00213241577148437,0,1,1,2,0.05,0.05,No
X,594,1,2,2,0.00203752517700195,0,1,1,2,0.05,0.05,No
X,595,1,2,2,0.00207448005676269,0,1,1,2,0.05,0.05,No
X,596,1,2,2,0.0020756721496582,0,1,1,2,0.05,0.05,No
X,597,1,2,2,0.00897121429443359,0,1,1,2,0.05,0.05,No
X,598,1,2,2,0.00291419029235839,0,1,1,2,0.05,0.05,No
X,599,1,2,2,0.00418663024902343,0,1,1,2,0.05,0.05,No
X,600,1,2,2,0.0055854320526123,0,1,1,2,0.05,0.05,No
X,601,1,2,2,0.00557231903076171,0,1,1,2,0.05,0.05,No
X,602,1,2,2,0.00740885734558105,0,1,1,2,0.05,0.05,No
X,603,1,2,2,0.00919628143310546,0,1,1,2,0.05,0.05,No
X,604,1,2,2,0.00864481925964355,0,1,1,2,0.05,0.05,No
X,605,1,2,2,0.00889039039611816,0,1,1,2,0.05,0.05,No
X,606,1,2,2,0.0093545913696289,0,1,1,2,0.05,0.05,No
X,607,1,2,2,0.00873160362243652,0,1,1,2,0.05,0.05,No
X,608,1,2,2,0.00704002380371093,0,1,1,2,0.05,0.05,No
X,609,1,2,2,0.00850629806518554,0,1,1,2,0.05,0.05,No
X,610,1,2,2,0.00900769233703613,0,1,1,2,0.05,0.05,No
X,611,1,2,2,0.00901961326599121,0,1,1,2,0.05,0.05,No
X,612,1,2,2,0.00482416152954101,0,1,1,2,0.05,0.05,No
X,613,1,2,2,0.00203728675842285,0,1,1,2,0.05,0.05,No
X,614,1,2,2,0.00201606750488281,0,1,1,2,0.05,0.05,No
X,615,1,2,2,0.00208616256713867,0,1,1,2,0.05,0.05,No
X,616,1,2,2,0.00199556350708007,0,1,1,2,0.05,0.05,No
X,617,1,2,2,0.00201416015625,0,1,1,2,0.05,0.05,No
X,618,1,2,2,0.00206565856933593,0,1,1,2,0.05,0.05,No
X,619,1,2,2,0.00207448005676269,0,1,1,2,0.05,0.05,No
X,620,1,2,2,0.00205326080322265,0,1,1,2,0.05,0.05,No
X,621,1,2,2,0.00202775001525878,0,1,1,2,0.05,0.05,No
X,622,1,2,2,0.00343537330627441,0,1,1,2,0.05,0.05,No
X,623,1,2,2,0.00210070610046386,0,1,1,2,0.05,0.05,No
X,624,1,2,2,0.0020294189453125,0,1,1,2,0.05,0.05,No
X,625,1,2,2,0.00208878517150878,0,1,1,2,0.05,0.05,No
X,626,1,2,2,0.0020453929901123,0,1,1,2,0.05,0.05,No
X,627,1,2,2,0.00207018852233886,0,1,1,2,0.05,0.05,No
X,628,1,2,2,0.0020608901977539,0,1,1,2,0.05,0.05,No
X,629,1,2,2,0.00206899642944335,0,1,1,2,0.05,0.05,No
X,630,1,2,2,0.00206828117370605,0,1,1,2,0.05,0.05,No
X,631,1,2,2,0.00201797485351562,0,1,1,2,0.05,0.05,No
X,632,1,2,2,0.00206828117370605,0,1,1,2,0.05,0.05,No
X,633,1,2,2,0.00206232070922851,0,1,1,2,0.05,0.05,No
X,634,1,2,2,0.00207734107971191,0,1,1,2,0.05,0.05,No
X,635,1,2,2,0.00211930274963378,0,1,1,2,0.05,0.05,No
X,636,1,2,2,0.00210356712341308,0,1,1,2,0.05,0.05,No
X,637,1,2,2,0.00209259986877441,0,1,1,2,0.05,0.05,No
X,638,1,2,2,0.00208520889282226,0,1,1,2,0.05,0.05,No
X,639,1,2,2,0.00210237503051757,0,1,1,2,0.05,0.05,No
X,640,1,2,2,0.00205206871032714,0,1,1,2,0.05,0.05,No
X,641,1,2,2,0.00203847885131835,0,1,1,2,0.05,0.05,No
X,642,1,2,2,0.00212574005126953,0,1,1,2,0.05,0.05,No
X,643,1,2,2,0.0022444725036621,0,1,1,2,0.05,0.05,No
X,644,1,2,2,0.00214600563049316,0,1,1,2,0.05,0.05,No
X,645,1,2,2,0.00219678878784179,0,1,1,2,0.05,0.05,No
X,646,1,2,2,0.00213146209716796,0,1,1,2,0.05,0.05,No
X,647,1,2,2,0.00212407112121582,0,1,1,2,0.05,0.05,No
X,648,1,2,2,0.00207471847534179,0,1,1,2,0.05,0.05,No
X,649,1,2,2,0.00210142135620117,0,1,1,2,0.05,0.05,No
X,650,1,2,2,0.00247621536254882,0,1,1,2,0.05,0.05,No
X,651,1,2,2,0.00202631950378417,0,1,1,2,0.05,0.05,No
X,652,1,2,2,0.00206756591796875,0,1,1,2,0.05,0.05,No
X,653,1,2,2,0.00201249122619628,0,1,1,2,0.05,0.05,No
X,654,1,2,2,0.00205659866333007,0,1,1,2,0.05,0.05,No
X,655,1,2,2,0.00209307670593261,0,1,1,2,0.05,0.05,No
X,656,1,2,2,0.00206446647644042,0,1,1,2,0.05,0.05,No
X,657,1,2,2,0.00214576721191406,0,1,1,2,0.05,0.05,No
X,658,1,2,2,0.00205469131469726,0,1,1,2,0.05,0.05,No
X,659,1,2,2,0.00208044052124023,0,1,1,2,0.05,0.05,No
X,660,1,2,2,0.00206661224365234,0,1,1,2,0.05,0.05,No
X,661,1,2,2,0.00214123725891113,0,1,1,2,0.05,0.05,No
X,662,1,2,2,0.00210475921630859,0,1,1,2,0.05,0.05,No
X,663,1,2,2,0.00206995010375976,0,1,1,2,0.05,0.05,No
X,664,1,2,2,0.00201702117919921,0,1,1,2,0.05,0.05,No
X,665,1,2,2,0.00206732749938964,0,1,1,2,0.05,0.05,No
X,666,1,2,2,0.00208544731140136,0,1,1,2,0.05,0.05,No
X,667,1,2,2,0.00207018852233886,0,1,1,2,0.05,0.05,No
X,668,1,2,2,0.00216150283813476,0,1,1,2,0.05,0.05,No
X,669,1,2,2,0.00219321250915527,0,1,1,2,0.05,0.05,No
X,670,1,2,2,0.00210881233215332,0,1,1,2,0.05,0.05,No
X,671,1,2,2,0.00207734107971191,0,1,1,2,0.05,0.05,No
X,672,1,2,2,0.00216889381408691,0,1,1,2,0.05,0.05,No
X,673,1,2,2,0.00209021568298339,0,1,1,2,0.05,0.05,No
X,674,1,2,2,0.00208520889282226,0,1,1,2,0.05,0.05,No
X,675,1,2,2,0.00207424163818359,0,1,1,2,0.05,0.05,No
X,676,1,2,2,0.00205779075622558,0,1,1,2,0.05,0.05,No
X,677,1,2,2,0.00206279754638671,0,1,1,2,0.05,0.05,No
X,678,1,2,2,0.00205397605895996,0,1,1,2,0.05,0.05,No
X,679,1,2,2,0.00234746932983398,0,1,1,2,0.05,0.05,No
X,680,1,2,2,0.00205779075622558,0,1,1,2,0.05,0.05,No
X,681,1,2,2,0.00202751159667968,0,1,1,2,0.05,0.05,No
X,682,1,2,2,0.00203537940979003,0,1,1,2,0.05,0.05,No
X,683,1,2,2,0.00202703475952148,0,1,1,2,0.05,0.05,No
X,684,1,2,2,0.00208592414855957,0,1,1,2,0.05,0.05,No
X,685,1,2,2,0.00202846527099609,0,1,1,2,0.05,0.05,No
X,686,1,2,2,0.00337982177734375,0,1,1,2,0.05,0.05,No
X,687,1,2,2,0.00201368331909179,0,1,1,2,0.05,0.05,No
X,688,1,2,2,0.00201916694641113,0,1,1,2,0.05,0.05,No
X,689,1,2,2,0.00203466415405273,0,1,1,2,0.05,0.05,No
X,690,1,2,2,0.00205278396606445,0,1,1,2,0.05,0.05,No
X,691,1,2,2,0.00208497047424316,0,1,1,2,0.05,0.05,No
X,692,1,2,2,0.00203418731689453,0,1,1,2,0.05,0.05,No
X,693,1,2,2,0.00204992294311523,0,1,1,2,0.05,0.05,No
X,694,1,2,2,0.00206160545349121,0,1,1,2,0.05,0.05,No
X,695,1,2,2,0.00200176239013671,0,1,1,2,0.05,0.05,No
X,696,1,2,2,0.00207352638244628,0,1,1,2,0.05,0.05,No
X,697,1,2,2,0.00208163261413574,0,1,1,2,0.05,0.05,No
X,698,1,2,2,0.0020148754119873,0,1,1,2,0.05,0.05,No
X,699,1,2,2,0.00205707550048828,0,1,1,2,0.05,0.05,No
X,700,1,2,2,0.00206565856933593,0,1,1,2,0.05,0.05,No
X,701,1,2,2,0.0020604133605957,0,1,1,2,0.05,0.05,No
X,702,1,2,2,0.00207781791687011,0,1,1,2,0.05,0.05,No
X,703,1,2,2,0.00231885910034179,0,1,1,2,0.05,0.05,No
X,704,1,2,2,0.00207376480102539,0,1,1,2,0.05,0.05,No
X,705,1,2,2,0.00207829475402832,0,1,1,2,0.05,0.05,No
X,706,1,2,2,0.00205779075622558,0,1,1,2,0.05,0.05,No
X,707,1,2,2,0.00204277038574218,0,1,1,2,0.05,0.05,No
X,708,1,2,2,0.00202703475952148,0,1,1,2,0.05,0.05,No
X,709,1,2,2,0.00200986862182617,0,1,1,2,0.05,0.05,No
X,710,1,2,2,0.00201249122619628,0,1,1,2,0.05,0.05,No
X,711,1,2,2,0.00206279754638671,0,1,1,2,0.05,0.05,No
X,712,1,2,2,0.00204992294311523,0,1,1,2,0.05,0.05,No
X,713,1,2,2,0.00201749801635742,0,1,1,2,0.05,0.05,No
X,714,1,2,2,0.0020153522491455,0,1,1,2,0.05,0.05,No
X,715,1,2,2,0.00210165977478027,0,1,1,2,0.05,0.05,No
X,716,1,2,2,0.00207400321960449,0,1,1,2,0.05,0.05,No
X,717,1,2,2,0.00203704833984375,0,1,1,2,0.05,0.05,No
X,718,1,2,2,0.00202488899230957,0,1,1,2,0.05,0.05,No
X,719,1,2,2,0.00203180313110351,0,1,1,2,0.05,0.05,No
X,720,1,2,2,0.00198888778686523,0,1,1,2,0.05,0.05,No
X,721,1,2,2,0.00208640098571777,0,1,1,2,0.05,0.05,No
X,722,1,2,2,0.00204277038574218,0,1,1,2,0.05,0.05,No
X,723,1,2,2,0.00206947326660156,0,1,1,2,0.05,0.05,No
X,724,1,2,2,0.00205183029174804,0,1,1,2,0.05,0.05,No
X,725,1,2,2,0.0020604133605957,0,1,1,2,0.05,0.05,No
X,726,1,2,2,0.00203418731689453,0,1,1,2,0.05,0.05,No
X,727,1,2,2,0.00209498405456542,0,1,1,2,0.05,0.05,No
X,728,1,2,2,0.00208830833435058,0,1,1,2,0.05,0.05,No
X,729,1,2,2,0.00208044052124023,0,1,1,2,0.05,0.05,No
X,730,1,2,2,0.00210762023925781,0,1,1,2,0.05,0.05,No
X,731,1,2,2,0.00209522247314453,0,1,1,2,0.05,0.05,No
X,732,1,2,2,0.00220942497253417,0,1,1,2,0.05,0.05,No
X,733,1,2,2,0.00206899642944335,0,1,1,2,0.05,0.05,No
X,734,1,2,2,0.00201392173767089,0,1,1,2,0.05,0.05,No
X,735,1,2,2,0.00212407112121582,0,1,1,2,0.05,0.05,No
X,736,1,2,2,0.00206422805786132,0,1,1,2,0.05,0.05,No
X,737,1,2,2,0.00211000442504882,0,1,1,2,0.05,0.05,No
X,738,1,2,2,0.00206398963928222,0,1,1,2,0.05,0.05,No
X,739,1,2,2,0.00603866577148437,0,1,1,2,0.05,0.05,No
X,740,1,2,2,0.00211000442504882,0,1,1,2,0.05,0.05,No
X,741,1,2,2,0.00208902359008789,0,1,1,2,0.05,0.05,No
X,742,1,2,2,0.00208163261413574,0,1,1,2,0.05,0.05,No
X,743,1,2,2,0.00212955474853515,0,1,1,2,0.05,0.05,No
X,744,1,2,2,0.00204777717590332,0,1,1,2,0.05,0.05,No
X,745,1,2,2,0.00210380554199218,0,1,1,2,0.05,0.05,No
X,746,1,2,2,0.00205397605895996,0,1,1,2,0.05,0.05,No
X,747,1,2,2,0.00215768814086914,0,1,1,2,0.05,0.05,No
X,748,1,2,2,0.00213575363159179,0,1,1,2,0.05,0.05,No
X,749,1,2,2,0.00214147567749023,0,1,1,2,0.05,0.05,No
X,750,1,2,2,0.00215077400207519,0,1,1,2,0.05,0.05,No
X,751,1,2,2,0.00204658508300781,0,1,1,2,0.05,0.05,No
X,752,1,2,2,0.00214934349060058,0,1,1,2,0.05,0.05,No
X,753,1,2,2,0.00253200531005859,0,1,1,2,0.05,0.05,No
X,754,1,2,2,0.00324606895446777,0,1,1,2,0.05,0.05,No
X,755,1,2,2,0.00208091735839843,0,1,1,2,0.05,0.05,No
X,756,1,2,2,0.00222110748291015,0,1,1,2,0.05,0.05,No
X,757,1,2,2,0.0020451545715332,0,1,1,2,0.05,0.05,No
X,758,1,2,2,0.00214481353759765,0,1,1,2,0.05,0.05,No
X,759,1,2,2,0.0020608901977539,0,1,1,2,0.05,0.05,No
X,760,1,2,2,0.00211930274963378,0,1,1,2,0.05,0.05,No
X,761,1,2,2,0.00211286544799804,0,1,1,2,0.05,0.05,No
X,762,1,2,2,0.00214791297912597,0,1,1,2,0.05,0.05,No
X,763,1,2,2,0.00202703475952148,0,1,1,2,0.05,0.05,No
X,764,1,2,2,0.00213193893432617,0,1,1,2,0.05,0.05,No
X,765,1,2,2,0.00203442573547363,0,1,1,2,0.05,0.05,No
X,766,1,2,2,0.0021224021911621,0,1,1,2,0.05,0.05,No
X,767,1,2,2,0.00210762023925781,0,1,1,2,0.05,0.05,No
X,768,1,2,2,0.00214910507202148,0,1,1,2,0.05,0.05,No
X,769,1,2,2,0.00214409828186035,0,1,1,2,0.05,0.05,No
X,770,1,2,2,0.00212788581848144,0,1,1,2,0.05,0.05,No
X,771,1,2,2,0.00212860107421875,0,1,1,2,0.05,0.05,No
X,772,1,2,2,0.00213599205017089,0,1,1,2,0.05,0.05,No
X,773,1,2,2,0.00206756591796875,0,1,1,2,0.05,0.05,No
X,774,1,2,2,0.00217247009277343,0,1,1,2,0.05,0.05,No
X,775,1,2,2,0.00213217735290527,0,1,1,2,0.05,0.05,No
X,776,1,2,2,0.00230360031127929,0,1,1,2,0.05,0.05,No
X,777,1,2,2,0.00207948684692382,0,1,1,2,0.05,0.05,No
X,778,1,2,2,0.0022437572479248,0,1,1,2,0.05,0.05,No
X,779,1,2,2,0.00220799446105957,0,1,1,2,0.05,0.05,No
X,780,1,2,2,0.00210499763488769,0,1,1,2,0.05,0.05,No
X,781,1,2,2,0.00212669372558593,0,1,1,2,0.05,0.05,No
X,782,1,2,2,0.00211954116821289,0,1,1,2,0.05,0.05,No
X,783,1,2,2,0.00216436386108398,0,1,1,2,0.05,0.05,No
X,784,1,2,2,0.00205969810485839,0,1,1,2,0.05,0.05,No
X,785,1,2,2,0.00213146209716796,0,1,1,2,0.05,0.05,No
X,786,1,2,2,0.00217127799987792,0,1,1,2,0.05,0.05,No
X,787,1,2,2,0.00214815139770507,0,1,1,2,0.05,0.05,No
X,788,1,2,2,0.00222396850585937,0,1,1,2,0.05,0.05,No
X,789,1,2,2,0.00209736824035644,0,1,1,2,0.05,0.05,No
X,790,1,2,2,0.00211954116821289,0,1,1,2,0.05,0.05,No
X,791,1,2,2,0.00211644172668457,0,1,1,2,0.05,0.05,No
X,792,1,2,2,0.00218677520751953,0,1,1,2,0.05,0.05,No
X,793,1,2,2,0.0021517276763916,0,1,1,2,0.05,0.05,No
X,794,1,2,2,0.00216102600097656,0,1,1,2,0.05,0.05,No
X,795,1,2,2,0.00215744972229003,0,1,1,2,0.05,0.05,No
X,796,1,2,2,0.00213193893432617,0,1,1,2,0.05,0.05,No
X,797,1,2,2,0.00209975242614746,0,1,1,2,0.05,0.05,No
X,798,1,2,2,0.00224542617797851,0,1,1,2,0.05,0.05,No
X,799,1,2,2,0.00208926200866699,0,1,1,2,0.05,0.05,No
X,800,1,2,2,0.00208449363708496,0,1,1,2,0.05,0.05,No
X,801,1,2,2,0.00211644172668457,0,1,1,2,0.05,0.05,No
X,802,1,2,2,0.0022139549255371,0,1,1,2,0.05,0.05,No
X,803,1,2,2,0.00216341018676757,0,1,1,2,0.05,0.05,No
X,804,1,2,2,0.00213170051574707,0,1,1,2,0.05,0.05,No
X,805,1,2,2,0.00215077400207519,0,1,1,2,0.05,0.05,No
X,806,1,2,2,0.00221872329711914,0,1,1,2,0.05,0.05,No
X,807,1,2,2,0.002183198928833,0,1,1,2,0.05,0.05,No
X,808,1,2,2,0.00215625762939453,0,1,1,2,0.05,0.05,No
X,809,1,2,2,0.00222086906433105,0,1,1,2,0.05,0.05,No
X,810,1,2,2,0.00233149528503417,0,1,1,2,0.05,0.05,No
X,811,1,2,2,0.00221514701843261,0,1,1,2,0.05,0.05,No
X,812,1,2,2,0.0021369457244873,0,1,1,2,0.05,0.05,No
X,813,1,2,2,0.00214290618896484,0,1,1,2,0.05,0.05,No
X,814,1,2,2,0.00211191177368164,0,1,1,2,0.05,0.05,No
X,815,1,2,2,0.00213503837585449,0,1,1,2,0.05,0.05,No
X,816,1,2,2,0.00216865539550781,0,1,1,2,0.05,0.05,No
X,817,1,2,2,0.00210833549499511,0,1,1,2,0.05,0.05,No
X,818,1,2,2,0.00215387344360351,0,1,1,2,0.05,0.05,No
X,819,1,2,2,0.00210213661193847,0,1,1,2,0.05,0.05,No
X,820,1,2,2,0.00211858749389648,0,1,1,2,0.05,0.05,No
X,821,1,2,2,0.00211763381958007,0,1,1,2,0.05,0.05,No
X,822,1,2,2,0.00211381912231445,0,1,1,2,0.05,0.05,No
X,823,1,2,2,0.00218152999877929,0,1,1,2,0.05,0.05,No
X,824,1,2,2,0.00208425521850585,0,1,1,2,0.05,0.05,No
X,825,1,2,2,0.00207209587097167,0,1,1,2,0.05,0.05,No
X,826,1,2,2,0.00210094451904296,0,1,1,2,0.05,0.05,No
X,827,1,2,2,0.00207257270812988,0,1,1,2,0.05,0.05,No
X,828,1,2,2,0.00207972526550292,0,1,1,2,0.05,0.05,No
X,829,1,2,2,0.00217247009277343,0,1,1,2,0.05,0.05,No
X,830,1,2,2,0.00212430953979492,0,1,1,2,0.05,0.05,No
X,831,1,2,2,0.00208544731140136,0,1,1,2,0.05,0.05,No
X,832,1,2,2,0.00207042694091796,0,1,1,2,0.05,0.05,No
X,833,1,2,2,0.00220179557800292,0,1,1,2,0.05,0.05,No
X,834,1,2,2,0.00217604637145996,0,1,1,2,0.05,0.05,No
X,835,1,2,2,0.00265860557556152,0,1,1,2,0.05,0.05,No
X,836,1,2,2,0.00212693214416503,0,1,1,2,0.05,0.05,No
X,837,1,2,2,0.00217056274414062,0,1,1,2,0.05,0.05,No
X,838,1,2,2,0.00208044052124023,0,1,1,2,0.05,0.05,No
X,839,1,2,2,0.00210976600646972,0,1,1,2,0.05,0.05,No
X,840,1,2,2,0.00214147567749023,0,1,1,2,0.05,0.05,No
X,841,1,2,2,0.00206923484802246,0,1,1,2,0.05,0.05,No
X,842,1,2,2,0.00206184387207031,0,1,1,2,0.05,0.05,No
X,843,1,2,2,0.00216555595397949,0,1,1,2,0.05,0.05,No
X,844,1,2,2,0.00211763381958007,0,1,1,2,0.05,0.05,No
X,845,1,2,2,0.00211524963378906,0,1,1,2,0.05,0.05,No
X,846,1,2,2,0.00214362144470214,0,1,1,2,0.05,0.05,No
X,847,1,2,2,0.00214290618896484,0,1,1,2,0.05,0.05,No
X,848,1,2,2,0.00261688232421875,0,1,1,2,0.05,0.05,No
X,849,1,2,2,0.00220227241516113,0,1,1,2,0.05,0.05,No
X,850,1,2,2,0.00219583511352539,0,1,1,2,0.05,0.05,No
X,851,1,2,2,0.00218605995178222,0,1,1,2,0.05,0.05,No
X,852,1,2,2,0.00207448005676269,0,1,1,2,0.05,0.05,No
X,853,1,2,2,0.00215315818786621,0,1,1,2,0.05,0.05,No
X,854,1,2,2,0.00208902359008789,0,1,1,2,0.05,0.05,No
X,855,1,2,2,0.00208377838134765,0,1,1,2,0.05,0.05,No
X,856,1,2,2,0.0020456314086914,0,1,1,2,0.05,0.05,No
X,857,1,2,2,0.00214004516601562,0,1,1,2,0.05,0.05,No
X,858,1,2,2,0.00224018096923828,0,1,1,2,0.05,0.05,No
X,859,1,2,2,0.00214862823486328,0,1,1,2,0.05,0.05,No
X,860,1,2,2,0.00202846527099609,0,1,1,2,0.05,0.05,No
X,861,1,2,2,0.00207924842834472,0,1,1,2,0.05,0.05,No
X,862,1,2,2,0.00202202796936035,0,1,1,2,0.05,0.05,No
X,863,1,2,2,0.00203418731689453,0,1,1,2,0.05,0.05,No
X,864,1,2,2,0.00213193893432617,0,1,1,2,0.05,0.05,No
X,865,1,2,2,0.00220966339111328,0,1,1,2,0.05,0.05,No
X,866,1,2,2,0.00213265419006347,0,1,1,2,0.05,0.05,No
X,867,1,2,2,0.00213503837585449,0,1,1,2,0.05,0.05,No
X,868,1,2,2,0.002213716506958,0,1,1,2,0.05,0.05,No
X,869,1,2,2,0.00213813781738281,0,1,1,2,0.05,0.05,No
X,870,1,2,2,0.00218152999877929,0,1,1,2,0.05,0.05,No
X,871,1,2,2,0.00215578079223632,0,1,1,2,0.05,0.05,No
X,872,1,2,2,0.00215935707092285,0,1,1,2,0.05,0.05,No
X,873,1,2,2,0.00212883949279785,0,1,1,2,0.05,0.05,No
X,874,1,2,2,0.00208497047424316,0,1,1,2,0.05,0.05,No
X,875,1,2,2,0.00205111503601074,0,1,1,2,0.05,0.05,No
X,876,1,2,2,0.00227880477905273,0,1,1,2,0.05,0.05,No
X,877,1,2,2,0.00217747688293457,0,1,1,2,0.05,0.05,No
X,878,1,2,2,0.00214886665344238,0,1,1,2,0.05,0.05,No
X,879,1,2,2,0.00212860107421875,0,1,1,2,0.05,0.05,No
X,880,1,2,2,0.00215673446655273,0,1,1,2,0.05,0.05,No
X,881,1,2,2,0.00215530395507812,0,1,1,2,0.05,0.05,No
X,882,1,2,2,0.00213551521301269,0,1,1,2,0.05,0.05,No
X,883,1,2,2,0.00219607353210449,0,1,1,2,0.05,0.05,No
X,884,1,2,2,0.00218486785888671,0,1,1,2,0.05,0.05,No
X,885,1,2,2,0.00214076042175292,0,1,1,2,0.05,0.05,No
X,886,1,2,2,0.00216555595397949,0,1,1,2,0.05,0.05,No
X,887,1,2,2,0.00211882591247558,0,1,1,2,0.05,0.05,No
X,888,1,2,2,0.00213313102722167,0,1,1,2,0.05,0.05,No
X,889,1,2,2,0.00216460227966308,0,1,1,2,0.05,0.05,No
X,890,1,2,2,0.00225067138671875,0,1,1,2,0.05,0.05,No
